Dataset, Data Augmentation, Coefficient of Similarity Loss, LSTM, EPOCHS, Distance Measure, L2 Distance, 10-nn score
TwoLeadECG,False,0,False,500,SBD,0.89,3.23
TwoLeadECG,False,1,False,500,SBD,1.94,2.74
TwoLeadECG,False,-1,False,500,SBD,0.81,3.15
TwoLeadECG,True,0,False,500,SBD,0.72,3.17
TwoLeadECG,True,0.5,False,300,SBD,3.29,2.75
TwoLeadECG,True,1,False,300,SBD,3.27,3.04
TwoLeadECG,False,0,False,300,SBD,0.91,3.17
TwoLeadECG,False,0,False,300,SBD,0.77,3.11
