Dataset, Data Augmentation, Coefficient of Similarity Loss, LSTM, EPOCHS, Distance Measure, L2 Distance, 10-nn score
GunPoint,False,0,False,300,SBD,0.98,7.97
GunPoint,False,1,False,300,SBD,1.69,6.9
GunPoint,False,0,True,300,SBD,1.9,6.88
GunPoint,False,0.5,True,300,SBD,2.49,6.41
GunPoint,False,1,True,300,SBD,2.46,6.13
GunPoint,True,0,False,300,SBD,0.91,7.78
GunPoint,True,0.5,False,300,SBD,1.29,7.96
GunPoint,True,1,False,300,SBD,1.46,7.25
