Dataset, Data Augmentation, Coefficient of Similarity Loss, LSTM, EPOCHS, Distance Measure, L2 Distance, 10-nn score
ECG200,False,0,False,500,SBD,1.91,6.49
ECG200,False,1,False,500,SBD,2.55,5.93
ECG200,False,-1,False,500,SBD,1.95,6.52
ECG200,True,0,False,500,SBD,1.88,6.52
ECG200,True,0.5,False,300,SBD,2.52,6.19
ECG200,True,1,False,300,SBD,2.61,6.5
ECG200,False,0,False,300,SBD,1.96,6.42
ECG200,False,0,False,300,SBD,1.94,6.5
ECG200,False,0,True,300,SBD,3.15,6.29
