Dataset, Data Augmentation, Coefficient of Similarity Loss, LSTM, EPOCHS, Distance Measure, L2 Distance, 10-nn score
TwoLeadECG,False,0,False,300,SBD,0.88,2.9
TwoLeadECG,False,0,True,300,SBD,1.62,1.83
TwoLeadECG,False,0.5,True,300,SBD,1.88,2.21
TwoLeadECG,False,1,True,300,SBD,1.94,2.09
TwoLeadECG,True,0,False,300,SBD,0.83,3.05
TwoLeadECG,True,0.5,False,300,SBD,1.82,2.61
TwoLeadECG,True,1,False,300,SBD,3.27,2.97
TwoLeadECG,False,-1,False,300,L2,0.89,6.24
