Dataset, Data Augmentation, Coefficient of Similarity Loss, LSTM, EPOCHS, Distance Measure, L2 Distance, 10-nn score
Symbols,False,0,False,500,SBD,4.78,4.7
Symbols,False,0.5,False,500,SBD,5.7,4.11
Symbols,False,-1,False,500,SBD,4.92,4.73
Symbols,True,0,False,500,SBD,3.91,5.18
Symbols,True,0.5,False,300,SBD,5.74,4.05
Symbols,True,1,False,300,SBD,5.7,3.92
Symbols,False,0,False,300,SBD,4.59,5.16
Symbols,False,0,False,300,SBD,4.17,5.25
